CidAdaptadaId;Codigo;Diagnostico
7010;Q676;Tórax escavado
7011;Q677;Tórax carinado
7012;Q678;Outras deformidades congênitas do tórax
7013;Q680;Deformidade congênita do músculo esternocleidomastoideu
7014;Q681;Deformidade congênita da mão
7015;Q682;Deformidade congênita do joelho
7016;Q683;Encurvamento congênito do fêmur
7017;Q684;Encurvamento congênito da tíbia e da perônio [fíbula]
7018;Q685;Encurvamento congênito de ossos longos não especificados do membro inferior
7019;Q688;Outras deformidades osteomusculares congênitas
7020;Q690;Dedo(s) da mão supranumerário(s)
7021;Q691;Polegar(es) supranumerário(s)
7022;Q692;Artelho(s) supranumerário(s)
7023;Q699;Polidactilia não especificada
7024;Q700;Coalescência dos dedos (dedos da mão fundidos)
7025;Q701;Dedos palmados
7026;Q702;Coalescência dos artelhos (artelhos fundidos)
7027;Q703;Artelhos palmados
7028;Q704;Polissindactilia
7029;Q709;Sindactilia não especificada
7030;Q710;Ausência congênita completa do(s) membro(s) superior(es)
7031;Q711;Ausência congênita do braço e do antebraço, com mão presente
7032;Q712;Ausência congênita do antebraço e da mão
7033;Q713;Ausência congênita da mão e de dedo(s)
7034;Q714;Defeito de redução longitudinal do rádio
7035;Q715;Defeito de redução longitudinal do cúbito [ulna]
7036;Q716;Mão em garra de lagosta
7037;Q718;Outros defeitos de redução do membro superior
7038;Q719;Defeito por redução do membro superior, não especificado
7039;Q720;Ausência congênita completa do(s) membro(s) inferior(es)
7040;Q721;Ausência congênita da coxa e da perna com pé presente
7041;Q722;Ausência congênita da perna e do pé
7042;Q723;Ausência congênita do pé e de artelho(s)
7043;Q724;Defeito por redução longitudinal da tíbia
7044;Q726;Defeito por redução longitudinal do perônio [fíbula]
7045;Q727;Pé bífido
7046;Q728;Outros defeitos por redução do(s) membro(s) inferior(es)
7047;Q729;Defeito não especificado por redução do membro inferior
7048;Q730;Ausência congênita de membro(s) não especificado(s)
7049;Q731;Focomelia, membro(s) não especificado(s)
7050;Q738;Outros defeitos por redução de membro(s) não especificado(s)
7051;Q740;Outras malformações congênitas do(s) membro(s) superiores, inclusive da cintura escapular
7052;Q741;Malformação congênita do joelho
7053;Q742;Outras malformações congênitas do(s) membro(s) inferiores, inclusive da cintura pélvica
7054;Q743;Artrogripose congênita múltipla
7055;Q748;Outras malformações congênitas especificadas de membro(s)
7056;Q749;Malformações congênitas não especificadas de membro(s)
7057;Q750;Craniossinostose
7058;Q751;Disostose craniofacial
7059;Q752;Hipertelorismo
7060;Q753;Macrocefalia
7061;Q754;Disostose mandíbulo-facial
7062;Q755;Disostose óculo-mandibular
7063;Q758;Outras malformações congênitas especificadas dos ossos do crânio e da face
7064;Q759;Malformação congênita não especificada dos ossos do crânio e da face
7065;Q760;Espinha bífida oculta
7066;Q761;Síndrome de Klippel-Feil
7067;Q762;Espondilolistese congênita
7068;Q763;Escoliose congênita devida à malformação óssea congênita
7069;Q764;Outras malformações congênitas da coluna vertebral não-associadas com escoliose
7070;Q765;Costela cervical
7071;Q766;Outras malformações congênitas das costelas
7072;Q767;Malformação congênita do esterno
7073;Q768;Outras malformações congênitas dos ossos do tórax
7074;Q769;Malformação congênita não especificada dos ossos do tórax
7075;Q770;Acondrogenesia
7076;Q771;Nanismo tanatofórico
7077;Q772;Síndrome das costelas curtas
7078;Q773;Condrodisplasia puntacta
7079;Q774;Acondroplasia
7080;Q775;Displasia diastrófica
7081;Q776;Displasia condroectodérmica
7082;Q777;Displasia espondiloepifisária
7083;Q778;Outras osteocondrodisplasias com anomalias do crescimento dos ossos longos e da coluna vertebral
7084;Q779;Osteocondrodisplasia não especificada com anomalias do crescimento dos ossos longos e da coluna vertebral
7085;Q780;Osteogênese imperfeita
7086;Q781;Displasia poliostótica fibrosa
7087;Q782;Osteopetrose
7088;Q783;Displasia diafisária progressiva
7089;Q784;Encondromatose
7090;Q785;Displasia metafisária
7091;Q786;Exostoses congênitas múltiplas
7092;Q788;Outras osteocondrodisplasias especificadas
7093;Q789;Osteocondrodisplasia não especificada
7094;Q790;Hérnia diafragmática congênita
7095;Q791;Outras malformações congênitas do diafragma
7096;Q792;Exonfalia
7097;Q793;Gastrosquise
7098;Q794;"Síndrome do abdome em ameixa seca (""prune belly syndrome"")"
7099;Q795;Outras malformações congênitas da parede abdominal
7100;Q796;Síndrome de Ehlers-Danlos
7101;Q798;Outras malformações congênitas do sistema osteomuscular
7102;Q799;Malformação congênita não especificada do sistema osteomuscular
7103;Q800;Ictiose vulgar
7104;Q801;Ictiose ligada ao cromossomo X
7105;Q802;Ictiose lamelar
7106;Q803;Eritrodermia ictiosiforme bulhosa congênita
7107;Q804;Feto arlequim
7108;Q808;Outras ictioses congênitas
7109;Q809;Ictiose congênita não especificada
7110;Q810;Epidermólise bolhosa simples
7111;Q811;Epidermólise bolhosa letal
7112;Q812;Epidermólise bolhosa distrófica
7113;Q818;Outras epidermólises bolhosas
7114;Q819;Epidermólise bolhosa não especificada
7115;Q820;Linfedema hereditário
7116;Q821;Xeroderma pigmentoso
7117;Q822;Mastocitose
7118;Q823;Incontinentia pigmenti
7119;Q824;Displasia ectodérmica (anidrótica)
7120;Q825;Nevo não-neoplásico congênito
7121;Q828;Outras malformações congênitas especificadas da pele
7122;Q829;Malformação congênita não especificada da pele
7123;Q830;Ausência congênita da mama com ausência do mamilo
7124;Q831;Mama supranumerária
7125;Q832;Ausência de mamilo
7126;Q833;Mamilo acessório
7127;Q838;Outras malformações congênitas da mama
7128;Q839;Malformação congênita não especificada da mama
7129;Q840;Alopécia congênita
7130;Q841;Alterações morfológicas congênitas dos cabelos não classificadas em outra parte
7131;Q842;Outras malformações congênitas dos cabelos
7132;Q843;Anoníquia
7133;Q844;Leuconíquia congênita
7134;Q845;Hipertrofia e alargamento das unhas
7135;Q846;Outras malformações congênitas das unhas
7136;Q848;Outras malformações congênitas especificadas do tegumento
7137;Q849;Malformação congênita não especificada do tegumento
7138;Q850;Neurofibromatose (não-maligna)
7139;Q851;Esclerose tuberosa
7140;Q858;Outras facomatoses não classificadas em outra parte
7141;Q859;Facomatose não especificada
7142;Q860;Síndrome fetal alcoólico (dismórfico)
7143;Q861;Síndrome fetal devida à hidantoína
7144;Q862;Dismorfismo devido ao Warfarin
7145;Q868;Outras síndromes com malformações congênitas devidas a causas exógenas conhecidas
7146;Q870;Síndromes com malformações congênitas afetando predominantemente o aspecto da face
7147;Q871;Síndromes com malformações congênitas associadas predominantemente com nanismo
7148;Q872;Síndromes com malformações congênitas afetando predominantemente os membros
7149;Q873;Síndromes com malformações congênitas com hipercrescimento precoce
7150;Q874;Síndrome de Marfan
7151;Q875;Outras síndromes com malformações congênitas com outras alterações do esqueleto
7152;Q878;Outras síndromes com malformações congênitas especificadas, não classificadas em outra parte
7153;Q890;Malformações congênitas do baço
7154;Q891;Malformações congênitas das supra-renais
7155;Q892;Malformações congênitas de outras glândulas endócrinas
7156;Q893;Situs inversus
7157;Q894;Reunião de gêmeos
7158;Q897;Malformações congênitas múltiplas, não classificadas em outra parte
7159;Q898;Outras malformações congênitas especificadas
7160;Q899;Malformações congênitas não especificadas
7161;Q90;Síndrome de Down
7162;Q900;Trissomia 21, não-disjunção meiótica
7163;Q901;Trissomia 21, mosaicismo (não-disjunção mitótica)
7164;Q902;Trissomia 21, translocação
7165;Q909;Síndrome de Down não especificada
7166;Q910;Trissomia 18, não-disjunção meiótica
7167;Q911;Trissomia 18, mosaicismo cromossômico (não-disjunção mitótica)
7168;Q912;Trissomia 18, translocação
7169;Q913;Síndrome de Edwards não especificada
7170;Q914;Trissomia 13, não-disjunção meiótica
7171;Q915;Trissomia 13, mosaicismo cromossômico (não-disjunção mitótica)
7172;Q916;Trissomia 13, translocação
7173;Q917;Síndrome de Patau não especificada
7174;Q920;Trissomia de um cromossomo inteiro, não-disjunção meiótica
7175;Q921;Trissomia de um cromossomo inteiro, mosaicismo cromossômico (não-disjunção mitótica)
7176;Q922;Trissomia parcial major
7177;Q923;Trissomia parcial minor
7178;Q924;Duplicações vistas somente na prometáfase
7179;Q925;Duplicação com outros rearranjos complexos
7180;Q926;Cromossomos marcadores suplementares
7181;Q927;Triploidia e poliploidia
7182;Q928;Outras trissomias especificadas e trissomias parciais dos autossomos
7183;Q929;Trissomia e trissomia parcial não especificada dos autossomos
7184;Q930;Monossomia de cromossomo inteiro, não-disjunção meiótica
7185;Q931;Monossomia de cromossomo inteiro, mosaicismo cromossômico (não-disjunção mitótica)
7186;Q932;Cromossomo substituído por anel ou dicêntrico
7187;Q933;Deleção do braço curto do cromossomo 4
7188;Q934;Deleção do braço curto do cromossomo 5
7189;Q935;Outras deleções parciais de cromossomo
7190;Q936;Deleções vistas somente na prometáfase
7191;Q937;Deleções com outros rearranjos complexos
7192;Q938;Outras deleções dos autossomos
7193;Q939;Deleções não especificadas dos autossomos
7194;Q950;Translocação ou inserção equilibrada em sujeito normal
7195;Q951;Inversão cromossômica em sujeito normal
7196;Q952;Rearranjo autossômico equilibrado em sujeito anormal
7197;Q953;Rearranjo sexual/autossômico equilibrado em sujeito anormal
7198;Q954;Sujeito com marcador de heterocromatina
7199;Q955;Sujeito com sítio autossômico frágil
7200;Q958;Outros rearranjos e marcadores equilibrados
7201;Q959;Rearranjos e marcadores equilibrados não especificados
7202;Q96;Síndrome de Turner
7203;Q960;Cariótipo 45, X
7204;Q961;Cariótipo 46, X iso (Xq)
7205;Q962;Cariótipo 46, X com cromossomo sexual anormal, salvo iso (Xq)
7206;Q963;Mosaicismo cromossômico, 45, X/46, XX ou XY
7207;Q964;Mosaicismo cromossômico, 45, X/outra(s) linhagens celular(es) com cromossomo sexual anormal
7208;Q968;Outras variantes da síndrome de Turner
7209;Q969;Síndrome de Turner não especificada
7210;Q970;Cariótipo 47, XXX
7211;Q971;Mulher com mais de três cromossomos X
7212;Q972;Mosaicismo cromossômico, linhagens com diversos números de cromossomos X
7213;Q973;Mulher com cariótipo 46, XY
7214;Q978;Outras anomalias especificadas dos cromossomos sexuais, fenótipo feminino
7215;Q979;Anomalias não especificadas dos cromossomos sexuais, fenótipo feminino
7216;Q980;Síndrome de Klinefelter, cariótipo 47, XXY
7217;Q981;Síndrome de Klinefelter, homem com mais de dois cromossomos X
7218;Q982;Síndrome de Klinefelter, homem com cariótipo 46, XX
7219;Q983;Outro homem com cariótipo 46, XX
7220;Q984;Síndrome de Klinefelter não especificada
7221;Q985;Cariótipo 47, XYY
7222;Q986;Homem com cromossomos sexuais de estrutura anormal
7223;Q987;Homem com mosaicismo dos cromossomos sexuais
7224;Q988;Outras anomalias especificadas dos cromossomos sexuais, fenótipo masculino
7225;Q989;Anomalias não especificadas dos cromossomos sexuais, fenótipo masculino
7226;Q990;Quimera 46, XX/46, XY
7227;Q991;Hermafrodite verdadeiro 46, XX
7228;Q992;Cromossomo X frágil
7229;Q998;Outras anomalias cromossômicas especificadas
7230;Q999;Anomalia cromossômica não especificada
7231;R000;Taquicardia não especificada
7232;R001;Bradicardia não especificada
7233;R002;Palpitações
7234;R008;Outras anormalidades e as não especificadas do batimento cardíaco
7235;R010;Sopros cardíacos benignos ou inocentes
7236;R011;Sopro cardíaco, não especificado
7237;R012;Outros ruídos cardíacos
7238;R02;Gangrena não classificada em outra parte
7239;R030;Valor elevado da pressão arterial sem o diagnóstico de hipertensão
7240;R031;Valor baixo da pressão arterial não específico
7241;R04.0;Epistaxe
7242;R040;Epistaxis
7243;R041;Hemorragia da garganta
7244;R042;Hemoptise
7245;R048;Hemorragia de outras localizações das vias respiratórias
7246;R049;Hemorragia não especificada das vias respiratórias
7247;R05;Tosse
7248;R060;Dispnéia
7249;R061;Estridor
7250;R062;Respiração ofegante
7251;R063;Respiração periódica
7252;R064;Hiperventilação
7253;R065;Respiração pela boca
7254;R066;Soluço
7255;R067;Espirro
7256;R068;Outras anormalidades e as não especificadas da respiração
7257;R070;Dor de garganta
7258;R071;Dor torácica ao respirar
7259;R072;Dor precordial
7260;R073;Outra dor torácica
7261;R074;Dor torácica, não especificada
7262;R090;Asfixia
7263;R091;Pleurisia
7264;R092;Parada respiratória
7265;R093;Escarro anormal
7266;R098;Outros sintomas e sinais especificados relativos aos aparelhos circulatório e respiratório
7267;R100;Abdome agudo
7268;R101;Dor localizada no abdome superior
7269;R102;Dor pélvica e perineal
7270;R103;Dor localizada em outras partes do abdome inferior
7271;R104;Outras dores abdominais e as não especificadas
7272;R11;Náusea e vômitos
7273;R12;Pirose
7274;R13;Disfagia
7275;R14;Flatulência e afecções correlatas
7276;R15;Incontinência fecal
7277;R160;Hepatomegalia não classificada em outra parte
7278;R161;Esplenomegalia não classificada em outra parte
7279;R162;Hepatomegalia com esplenomegalia não classificada em outra parte
